,datetime,machineID,volt,rotate,pressure,vibration
0,2015-01-01 06:00:00,1,176.217853015625,418.504078221616,113.07793546208299,45.0876857639276
1,2015-01-01 07:00:00,1,162.87922289706,402.74748956539497,95.4605253823187,43.413972683481504
2,2015-01-01 08:00:00,1,170.989902405567,527.349825452291,75.2379048586662,34.1788471214451
3,2015-01-01 09:00:00,1,162.462833264092,346.149335043074,109.248561276504,41.1221440884256
4,2015-01-01 10:00:00,1,157.61002119306002,435.376873016938,111.886648210168,25.9905109982024
5,2015-01-01 11:00:00,1,172.50483919629502,430.323362106675,95.92704169396359,35.6550173268837
6,2015-01-01 12:00:00,1,156.556030606329,499.071623068962,111.755684290096,42.7539196974773
7,2015-01-01 13:00:00,1,172.522780814836,409.624717000438,101.00108276406999,35.4820086610704
8,2015-01-01 14:00:00,1,175.324523915223,398.648780707752,110.624360548654,45.4822868466294
9,2015-01-01 15:00:00,1,169.218423246933,460.850669930244,104.84822996700301,39.9017354356787
10,2015-01-01 16:00:00,1,167.060980719256,382.483542906686,103.780662505568,42.6757999060571
11,2015-01-01 17:00:00,1,160.263953725914,448.08425596841596,96.4809756730127,38.5436809273919
12,2015-01-01 18:00:00,1,153.35349152901898,490.672921027229,86.0124402476987,44.1085543746712
13,2015-01-01 19:00:00,1,182.739113039826,418.199251966527,93.4849540613739,41.367189726812896
14,2015-01-01 20:00:00,1,170.33543789113997,402.461186552994,93.2357870560117,39.739882678724705
15,2015-01-01 21:00:00,1,182.467109259603,501.918972726944,85.7626146951866,51.0214861151087
16,2015-01-01 22:00:00,1,151.335682229837,444.922656455828,94.2473713287117,42.1196520943364
17,2015-01-01 23:00:00,1,172.535396206493,511.886364263088,91.32942907070841,32.248832371117395
18,2015-01-02 00:00:00,1,180.097494604215,486.71230393443705,96.73391515411942,38.8967757315964
19,2015-01-02 01:00:00,1,169.605854353272,519.452812074631,78.8807795743296,40.1568749074533
20,2015-01-02 02:00:00,1,167.12911747166,427.05076811558405,91.699898772144,44.642351403646295
21,2015-01-02 03:00:00,1,158.271400299502,422.811051731942,92.439131917866,39.7819170940945
22,2015-01-02 04:00:00,1,200.87242981645198,403.235950789794,96.5354865291898,32.516837643016
23,2015-01-02 05:00:00,1,181.257521797337,495.77795781598394,93.4392900485745,52.355876142393896
24,2015-01-02 06:00:00,1,197.36312453567402,446.943947291323,114.34206081436899,29.527664518418497
25,2015-01-02 07:00:00,1,171.20089461638,384.645961639767,103.373293274323,35.79656613695
26,2015-01-02 08:00:00,1,160.52886051550502,486.45905612409797,86.9442726860067,42.9925094428893
27,2015-01-02 09:00:00,1,147.300678199494,420.610791774935,110.40898468438999,34.203042245766
28,2015-01-02 10:00:00,1,160.45850253372402,412.965695619609,90.71135449901979,36.96376625729321
29,2015-01-02 11:00:00,1,173.394522987457,439.57945978925204,97.6758268612381,37.1171025574271
30,2015-01-02 12:00:00,1,185.20535521198602,445.606446690412,105.993246631457,47.8624842432991
31,2015-01-02 13:00:00,1,173.791252025995,385.354923836333,99.50681882910679,42.921336262961
32,2015-01-02 14:00:00,1,152.420775307383,497.840620071239,101.641691473293,30.6651841402327
33,2015-01-02 15:00:00,1,180.03071492787498,486.893593050412,93.74382659595881,43.0997584397585
34,2015-01-02 16:00:00,1,145.248485977335,495.37644917672003,111.950587257381,37.422272127190205
35,2015-01-02 17:00:00,1,164.51221627712098,424.542632589677,102.485529812427,42.243374334542104
36,2015-01-02 18:00:00,1,165.25822506750401,493.161428499927,127.01449774749099,45.135193969701994
37,2015-01-02 19:00:00,1,140.776309290179,432.043773280403,99.82449700611281,31.279320905922397
38,2015-01-02 20:00:00,1,183.800862835864,414.274295077659,86.3237598911335,37.7898336790742
39,2015-01-02 21:00:00,1,160.656926076817,446.613842636735,115.31331185493,35.9445640032966
40,2015-01-02 22:00:00,1,164.989450250038,418.069791413792,80.66828672982821,42.6386786957738
41,2015-01-02 23:00:00,1,190.92721838794398,437.960441292353,85.2602473493877,40.566201816709
42,2015-01-03 00:00:00,1,179.550116165584,502.78745627213,109.966020203034,41.7306976683389
43,2015-01-03 01:00:00,1,168.373524545144,489.910897754736,114.042406182779,36.0926564186992
44,2015-01-03 02:00:00,1,177.70644167606997,521.837936384375,101.528033099946,35.4684440422458
45,2015-01-03 03:00:00,1,175.989077109109,510.25697608348503,92.36287247383841,36.3760336560555
46,2015-01-03 04:00:00,1,194.94284671145599,418.84227125567,95.8963122269502,47.1636484547546
47,2015-01-03 05:00:00,1,174.13840105378202,489.25031515436797,91.9263060883607,32.3236161048206
48,2015-01-03 06:00:00,1,177.594089348115,459.9566698084299,96.6516244215867,52.997326881093294
49,2015-01-03 07:00:00,1,175.21327962535702,486.494803791468,104.432962165098,47.87580372416021
50,2015-01-03 08:00:00,1,164.34143528755502,568.972310325907,94.4885331488906,49.0235846106559
51,2015-01-03 09:00:00,1,171.464291946639,454.317958809318,85.2466095100028,47.6984635458459
52,2015-01-03 10:00:00,1,194.581169676826,448.360259073022,98.39061771035679,50.60214119013
53,2015-01-03 11:00:00,1,156.866112887156,405.869840207545,98.6408163025054,54.6981626190991
54,2015-01-03 12:00:00,1,171.826399979616,439.84148884188403,87.87487125292391,55.7680965643237
55,2015-01-03 13:00:00,1,190.431959912675,427.675887842419,116.00840414772101,55.062110464248
56,2015-01-03 14:00:00,1,166.480683696159,487.42267644320503,90.423891865119,66.7645147253914
57,2015-01-03 15:00:00,1,154.199257880854,469.854312624191,85.75554622860929,47.94679271545421
58,2015-01-03 16:00:00,1,156.953245915461,462.024181733621,106.346717905804,48.8203008633275
59,2015-01-03 17:00:00,1,164.148094555294,429.822143515459,104.532123632465,43.788681548772296
60,2015-01-03 18:00:00,1,157.289748903056,416.03500414649903,93.10698555536341,48.41435911527579
61,2015-01-03 19:00:00,1,166.090409118509,425.803431330431,87.6854178505576,57.928057353239794
62,2015-01-03 20:00:00,1,163.783704404872,520.5826944067769,97.16098389365271,56.4424877315265
63,2015-01-03 21:00:00,1,167.254238034208,382.541315010965,104.48522703921302,39.2735674729836
64,2015-01-03 22:00:00,1,176.105841468209,428.325821832027,107.266871515655,52.3646754722338
65,2015-01-03 23:00:00,1,179.369496923032,374.127148089674,87.7374352276446,49.1539724554269
66,2015-01-04 00:00:00,1,195.17308615557099,436.173620108302,103.833238374841,49.9471020513049
67,2015-01-04 01:00:00,1,168.969595196525,467.28590456391504,117.14822734637501,58.3920501669205
68,2015-01-04 02:00:00,1,165.187401310127,475.12693675995496,114.584420977964,57.5490157337645
69,2015-01-04 03:00:00,1,192.06508575573397,506.595128588594,113.67230062212299,57.80916166327021
70,2015-01-04 04:00:00,1,195.56494096740602,384.13890479632795,106.552827821944,49.657391629482795
71,2015-01-04 05:00:00,1,170.648660563363,464.189725862304,103.74294736250098,58.4576673377802
72,2015-01-04 06:00:00,1,165.010140212997,448.468837912926,97.70962953103572,48.2389411079474
73,2015-01-04 07:00:00,1,142.66646873655398,433.279498657656,118.853452429611,54.848730590892
74,2015-01-04 08:00:00,1,191.168935981202,479.615136275105,101.99966286989999,52.882567299349795
75,2015-01-04 09:00:00,1,157.436263488847,438.09131144585996,113.100914724932,53.6955435863186
76,2015-01-04 10:00:00,1,153.14355808407,440.16268460566704,94.52489372274059,57.411077650862396
77,2015-01-04 11:00:00,1,215.65648829142899,458.097746169369,95.03627985749192,51.647980808649905
78,2015-01-04 12:00:00,1,173.52531962376,421.728389267771,100.61752731896699,50.458296519369796
79,2015-01-04 13:00:00,1,169.5011208483,454.46011419480794,91.67557562557329,45.951349079517705
80,2015-01-04 14:00:00,1,129.016707155663,479.457720640909,111.575037755875,49.3984116833466
