machineID,datetime,voltmean_24h,rotatemean_24h,pressuremean_24h,vibrationmean_24h,voltsd_24h,rotatesd_24h,pressuresd_24h,vibrationsd_24h,error1count,error2count,error3count,error4count,error5count,comp1,comp2,comp3,comp4,model,age,failure
40,2015-10-01 0:00,172.4187036,449.58479169999987,98.21738626,38.81966393,18.39546209,48.48222996,9.357173212000001,5.410305444,0,0,0,0,0,14.75,44.75,119.75,14.75,2,4,none
40,2015-10-01 1:00,172.44162880000005,449.8876103,98.79013825,38.96999253,18.39657888,48.30072006,10.0160552,5.38417682,0,0,0,0,0,14.79166667,44.79166667,119.7916667,14.79166667,2,4,none
40,2015-10-01 2:00,173.2928405,450.9208137,97.76946856,38.86256273,18.740395,49.08098764,11.670214,5.315855485,0,0,0,0,0,14.83333333,44.83333333,119.8333333,14.83333333,2,4,none
40,2015-10-01 3:00,173.9139678,454.1932153,96.65433554,38.9229776,18.47465529,53.00900525,10.71590494,5.24413237,0,0,0,0,0,14.875,44.875,119.875,14.875,2,4,none
40,2015-10-01 4:00,175.1432938,448.4487943,96.52212678,39.07788469,17.70696494,54.81035752,10.76438757,4.994763989,0,0,0,0,0,14.91666667,44.91666667,119.9166667,14.91666667,2,4,none
40,2015-10-01 5:00,174.64652769999995,451.3158511,96.44313023,38.60947094,17.65369442,57.92280013,10.7848735,5.335385973,0,0,0,0,0,14.95833333,44.95833333,119.9583333,14.95833333,2,4,none
40,2015-10-01 6:00,175.0739351,450.6737929,97.37698875,38.49955515,16.76662007,58.16936945,10.53072574,5.353330438,0,0,0,0,0,15.0,45.0,120.0,15.0,2,4,none
40,2015-10-01 7:00,175.1947124,452.8749382,97.66546535,38.38279389,16.52712435,59.65995573,10.67755288,5.350166165,0,0,0,0,0,15.04166667,45.04166667,120.0416667,15.04166667,2,4,none
40,2015-10-01 8:00,175.4747609,450.9013977,98.49750274,38.32329627,16.24494036,59.91891188,11.24041279,5.356593246,0,0,0,0,0,15.08333333,45.08333333,120.0833333,15.08333333,2,4,none
40,2015-10-01 9:00,175.54145269999995,452.5280733,98.28613237,38.37962507,16.18563211,58.04680797,11.23946963,5.384848104,0,0,0,0,0,15.125,45.125,120.125,15.125,2,4,none
40,2015-10-01 10:00,174.4652481,449.0685148,98.51996402,38.41945989,15.43983826,56.97386367,11.34767362,5.387514405,0,0,0,0,0,15.16666667,45.16666667,120.1666667,15.16666667,2,4,none
40,2015-10-01 11:00,174.3713352,447.7887854,97.74669778,38.45033077,15.40443283,55.78887782,10.72807904,5.417015413,0,0,0,0,0,15.20833333,45.20833333,120.2083333,15.20833333,2,4,none
40,2015-10-01 12:00,174.0780339,443.0876632,97.79337556,38.06210321,15.4163123,53.60026827,10.7543836,4.999213492,0,0,0,0,0,15.25,45.25,120.25,15.25,2,4,none
40,2015-10-01 13:00,173.3093481,444.9344006,97.62636076,38.58668734,15.31020607,53.40069929,10.75296973,4.857022654,0,0,0,0,0,15.29166667,45.29166667,120.2916667,15.29166667,2,4,none
40,2015-10-01 14:00,172.3628066,444.62401060000013,97.28329452,39.10197125,16.0661468,53.70108563,10.8847382,5.107189293,0,0,0,0,0,15.33333333,45.33333333,120.3333333,15.33333333,2,4,none
40,2015-10-01 15:00,173.157682,441.99527530000006,97.18895288,38.86752238,16.39578298,52.87478121,10.8624811,5.38190231,0,0,0,0,0,15.375,45.375,120.375,15.375,2,4,none
40,2015-10-01 16:00,170.6502279,442.0548198,96.64466947,38.74331918,14.93517085,52.95512983,10.69239334,5.304867252,0,0,0,0,0,15.41666667,45.41666667,120.4166667,15.41666667,2,4,none
40,2015-10-01 17:00,170.2062291,438.73075,97.1654842,38.68473435,15.79526947,54.44549921,11.08767466,5.275748977,0,0,0,0,0,15.45833333,45.45833333,120.4583333,15.45833333,2,4,none
40,2015-10-01 18:00,169.3118386,441.3350016,97.70362983,38.29481701,15.91249485,55.23724889,11.2944806,5.250059291,0,0,0,0,0,15.5,45.5,120.5,15.5,2,4,none
40,2015-10-01 19:00,168.580374,440.99579630000005,97.06886216,38.07381996,16.52833844,55.44874669,10.80691827,5.243789598999999,0,0,0,0,0,15.54166667,45.54166667,120.5416667,15.54166667,2,4,none
40,2015-10-01 20:00,168.24511719999995,448.0516932,97.65060497,38.2987158,16.25703069,59.93317365,10.45484019,5.269524261,0,0,0,0,0,15.58333333,45.58333333,120.5833333,15.58333333,2,4,none
40,2015-10-01 21:00,167.813514,448.23370030000007,97.90625473,38.5411824,16.21400618,59.92957356,10.46225352,5.118968777,0,0,0,0,0,15.625,45.625,120.625,15.625,2,4,none
40,2015-10-01 22:00,166.9153499,449.9320496,98.71851375,38.14783308,15.72844081,57.48427287,10.47523207,4.352340764,0,0,0,0,0,15.66666667,45.66666667,120.6666667,15.66666667,2,4,none
40,2015-10-01 23:00,164.6085709,451.3911336,99.24519891,38.26789028,14.9949083,56.55631193,9.926310865,4.282144649,0,0,0,0,0,15.70833333,45.70833333,120.7083333,15.70833333,2,4,none
40,2015-10-02 0:00,164.2684975,450.7999918,100.2449731,38.44985936,14.68664939,56.46159935,10.39750458,4.279836634,0,0,0,0,0,15.75,45.75,120.75,15.75,2,4,none
40,2015-10-02 1:00,163.74497639999996,452.200199,100.0511515,38.45135142,14.56432007,56.22497312,10.12987081,4.280333918,0,0,0,0,0,15.79166667,45.79166667,120.7916667,15.79166667,2,4,none
40,2015-10-02 2:00,162.0220485,454.9977563,101.7592724,38.7768849,13.71094253,60.13915881,7.9138391389999985,4.74550555,0,0,0,0,0,15.83333333,45.83333333,120.8333333,15.83333333,2,4,none
40,2015-10-02 3:00,161.7037635,449.8831207,102.473728,38.82703208,13.52202305,56.78624567,7.863463835,4.6946249710000005,0,0,0,0,0,15.875,45.875,120.875,15.875,2,4,none
40,2015-10-02 4:00,162.139894,457.2390065,102.429828,38.98455366,14.23572539,56.90732826,7.931625629,4.550468209,0,0,0,0,0,15.91666667,45.91666667,120.9166667,15.91666667,2,4,none
40,2015-10-02 5:00,162.1062268,456.4803045,102.2591499,39.39527591,14.21541672,55.82634314,8.186554351,4.090387182,0,0,0,0,0,15.95833333,45.95833333,120.9583333,15.95833333,2,4,none
