machineID,datetime,voltmean_24h,rotatemean_24h,pressuremean_24h,vibrationmean_24h,voltsd_24h,rotatesd_24h,pressuresd_24h,vibrationsd_24h,error1count,error2count,error3count,error4count,error5count,comp1,comp2,comp3,comp4,model,age,failure
56,2015-10-01 0:00,169.6444858,448.2903702,99.16614867,40.27044367,16.24589025,52.52264885,10.46973001,5.3551712380000005,0,0,0,0,0,19.75,4.75,4.75,34.75,model1,10,none
56,2015-10-01 1:00,169.8311659,449.832389,98.96571219,40.35180552,16.16534199,52.43961079,10.68390282,5.371347147000001,0,0,0,0,0,19.79166667,4.791666667,4.791666667,34.79166667,model1,10,none
56,2015-10-01 2:00,171.1410634,448.7280995,98.8702728,40.94045366,16.40751827,52.1119629,10.91056305,5.2761995630000005,0,0,0,0,0,19.83333333,4.833333333,4.833333333,34.83333333,model1,10,none
56,2015-10-01 3:00,170.5584541,450.1827854,98.13107308,40.80086415,17.19776494,52.24590929,10.77901231,5.413346017,0,0,0,0,0,19.875,4.875,4.875,34.875,model1,10,none
56,2015-10-01 4:00,169.938323,443.3493,98.33101440000002,41.17724336,16.17071028,51.12054629,10.8023158,5.434682423,0,0,0,0,0,19.91666667,4.916666667,4.916666667,34.91666667,model1,10,none
56,2015-10-01 5:00,170.55437780000003,442.2475501,98.01392397,40.93210594,16.11771819,49.95234212,11.03805214,5.66071967,0,0,0,0,0,19.95833333,4.958333333,4.958333333,34.95833333,model1,10,none
56,2015-10-01 6:00,170.449752,442.9028688,96.92974697,40.46825785,16.03680451,50.11614673,10.51394197,5.8172082110000005,0,0,0,0,0,20.0,5.0,5.0,35.0,model1,10,none
56,2015-10-01 7:00,170.6202418,438.5852957,97.28419709,40.2788634,16.08648449,48.18550434,10.6139534,5.865658329,0,0,0,0,0,20.04166667,5.041666667,5.041666667,35.04166667,model1,10,none
56,2015-10-01 8:00,171.7100665,438.9006268,98.03192766,39.98695865,15.43732665,48.20351782,11.09283434,5.431615386,0,0,0,0,0,20.08333333,5.083333333,5.083333333,35.08333333,model1,10,none
56,2015-10-01 9:00,172.60092680000002,448.261705,98.18542921,40.20701297,14.67150562,52.08521035,10.98702378,5.630624695,0,0,0,0,0,20.125,5.125,5.125,35.125,model1,10,none
56,2015-10-01 10:00,173.03402780000005,446.732283,97.93019159,40.05682174,14.74498859,51.19887686,11.01276696,5.65165318,0,0,0,0,0,20.16666667,5.166666667,5.166666667,35.16666667,model1,10,none
56,2015-10-01 11:00,172.6421409,444.0487924,98.03473497,40.19152112,14.74883501,51.44181876,11.0443508,5.755489468,0,0,0,0,0,20.20833333,5.208333333,5.208333333,35.20833333,model1,10,none
56,2015-10-01 12:00,173.033627,444.6993512,98.3048606,40.57262837,14.81479938,51.43645366,10.66680769,5.831543047,0,0,0,0,0,20.25,5.25,5.25,35.25,model1,10,none
56,2015-10-01 13:00,174.60132190000004,444.8590648,98.36315495,40.6249583,15.32806725,51.33850511,10.68294533,5.795011326,0,0,0,0,0,20.29166667,5.291666667,5.291666667,35.29166667,model1,10,none
56,2015-10-01 14:00,173.56045419999995,445.8961827,98.91102591,39.83600797,14.70274667,50.8628005,10.67967261,5.532390607999999,0,0,0,0,0,20.33333333,5.333333333,5.333333333,35.33333333,model1,10,none
56,2015-10-01 15:00,174.89215869999995,451.0551913,98.25046683,39.61093824,14.60846751,50.00444462,10.65476562,5.679952824,0,0,0,0,0,20.375,5.375,5.375,35.375,model1,10,none
56,2015-10-01 16:00,175.9762253,453.14384580000007,98.83904891,39.78443776,14.23606283,47.02309186,10.82821841,5.790347862999999,0,0,0,0,0,20.41666667,5.416666667,5.416666667,35.41666667,model1,10,none
