datetime,machineID,volt,rotate,pressure,vibration
2015-10-01 00:00:00,11,158.154407636875,457.2168708439049,130.91082865835898,45.102196765817006
2015-10-01 01:00:00,11,185.42881688105496,431.6790921682071,127.587089563901,33.4361087885998
2015-10-01 02:00:00,11,169.38071956131398,398.774088506677,128.832790357338,44.3413148485293
2015-10-01 03:00:00,11,189.217516428377,384.851709674283,103.64279835988899,30.787993021498103
2015-10-01 04:00:00,11,190.015302037971,477.003716943972,123.577221013998,30.7422316147535
2015-10-01 05:00:00,11,202.764921870205,439.953120007679,113.783590515436,39.128365276174605
2015-10-01 06:00:00,11,172.932443343796,466.845181760831,117.33505358247999,38.3786544940135
2015-10-01 07:00:00,11,196.542990122587,436.8844878525711,116.277669271189,44.5258433124835
2015-10-01 08:00:00,11,172.84830766565204,438.032633381782,124.458374050217,41.5847763836573
2015-10-01 09:00:00,11,138.85162161792,515.069278795935,138.36420994774,46.4328121235528
2015-10-01 10:00:00,11,182.455920523736,446.017843019597,122.92414667605,41.8377601301146
2015-10-01 11:00:00,11,157.418100937882,483.502101529374,123.273456887838,45.203651437381
2015-10-01 12:00:00,11,189.21679159052601,489.34605318100404,126.47961898543998,33.9868130416962
2015-10-01 13:00:00,11,158.955983841109,503.765585685934,131.235924224759,46.495317884444894
2015-10-01 14:00:00,11,163.448797923921,482.2846210485889,129.031208382956,44.2786246850795
2015-10-01 15:00:00,11,146.898055304058,458.319224085699,128.511249685195,42.5413924041911
2015-10-01 16:00:00,11,180.189757316251,500.445730122274,121.76895398289801,30.779691160678002
2015-10-01 17:00:00,11,154.259385554137,390.85692680074,132.56927466159402,35.9915198069548
2015-10-01 18:00:00,11,158.778762902989,433.630382699942,122.80597804207,41.09746792137409
2015-10-01 19:00:00,11,177.155601958388,394.65259001581705,142.278663542884,42.466657951650795
2015-10-01 20:00:00,11,189.348411758173,507.584523690344,120.579834885868,37.79970064647621
2015-10-01 21:00:00,11,154.769512375216,441.606814299159,119.785926350609,43.959975071327285
2015-10-01 22:00:00,11,171.151439281703,528.50936132878,128.270949249604,43.964909979822295
2015-10-01 23:00:00,11,169.092950516815,493.7321976009769,113.968799999153,28.8040587672662
2015-10-02 00:00:00,11,177.47716414933498,359.373362582425,146.78313322848499,39.3521608790508
2015-10-02 01:00:00,11,183.97001013279598,363.931574085207,117.326804616399,42.877617352831
2015-10-02 02:00:00,11,174.279084991489,416.555536112476,123.457105338368,29.3082282716788
2015-10-02 03:00:00,11,169.07557873743,491.63061820408797,125.925627410546,43.913863245096394
2015-10-02 04:00:00,11,164.915331185147,439.490865010419,126.30143835141001,34.9659539679063
2015-10-02 05:00:00,11,167.393674836322,465.411101224228,115.101255681936,33.8484650550246
2015-10-02 06:00:00,11,161.181081480966,476.706920312659,117.41786652361799,26.5620516224215
2015-10-02 07:00:00,11,187.954152294348,543.048474003034,85.0832171472433,47.7096993299054
2015-10-02 08:00:00,11,171.462049877505,481.13276283163805,113.669959970235,36.642329204750794
2015-10-02 09:00:00,11,160.062550020549,569.424389055478,89.5761987601206,32.8431812490831
2015-10-02 10:00:00,11,170.136258766984,486.063081233899,104.965942842786,40.291727722452
2015-10-02 11:00:00,11,180.345012262301,494.7150631526889,112.331905678916,44.6218693363946
2015-10-02 12:00:00,11,146.877542575046,356.43857795480005,108.189002028024,32.514580415727
2015-10-02 13:00:00,11,182.437834363689,379.2238492511169,101.862207680767,39.14974655772421
2015-10-02 14:00:00,11,175.670566392314,495.674543302976,98.89294378988279,35.293229096931
2015-10-02 15:00:00,11,167.67770982077698,407.226094475363,92.5738817058013,34.7027227470263
2015-10-02 16:00:00,11,185.278907264709,447.878925242775,96.63647034594929,48.2750454630571
2015-10-02 17:00:00,11,190.24836994112,437.786723098761,98.1586066261183,45.1131896656215
2015-10-02 18:00:00,11,179.93303847372502,500.508595012046,90.91834455423279,38.7034918038078
2015-10-02 19:00:00,11,168.549316792849,469.45326129216795,109.07325196813999,33.6497509085037
2015-10-02 20:00:00,11,163.79504041765,459.137183710728,109.772922159307,45.103887888763396
2015-10-02 21:00:00,11,193.98505290138402,376.6768445598861,93.7226847905068,43.231333712831294
2015-10-02 22:00:00,11,146.078402678446,488.079833321364,101.595298830817,39.2328965131691
2015-10-02 23:00:00,11,160.31671697314698,521.044888481224,113.87345428809601,30.530190826147198
2015-10-03 00:00:00,11,151.256700199389,450.395462835895,105.99701340275101,43.6494257240598
2015-10-03 01:00:00,11,144.310826056484,534.052640921035,92.94679562643991,39.6940148523298
2015-10-03 02:00:00,11,181.37564713344398,443.095071818259,107.272135561159,37.8075126576405
2015-10-03 03:00:00,11,189.332481703771,542.198914145542,116.55003544738301,32.9345810320527
2015-10-03 04:00:00,11,176.138705052263,506.759284129953,90.9396962061153,35.5093357288761
2015-10-03 05:00:00,11,168.693677753332,342.687876253785,105.748621421332,38.9038481654376
2015-10-03 06:00:00,11,156.378270599156,344.806660605392,103.934895015568,40.05187299787311
2015-10-03 07:00:00,11,149.34091496540302,458.96801942494596,113.092748762638,39.067016183444096
2015-10-03 08:00:00,11,169.787995131277,384.09387971940595,83.401096324489,41.5158398029177
2015-10-03 09:00:00,11,181.67874981744,442.441469733975,97.09612954246349,28.8211891950204
2015-10-03 10:00:00,11,153.171938534179,484.678537653124,112.207044714194,41.4918224092785
2015-10-03 11:00:00,11,184.911312690048,450.433634023301,102.68558850554001,33.8082377521935
2015-10-03 12:00:00,11,174.983875548909,347.2785383112789,90.1579553284813,40.403587342474296
2015-10-03 13:00:00,11,167.694609643093,456.2714405853351,90.17683055899022,44.8521227591967
2015-10-03 14:00:00,11,133.465853052884,408.92099971196,94.67097128634359,41.8195293004499
2015-10-03 15:00:00,11,176.823840890308,513.456085164285,87.0834420144454,39.93774867080271
2015-10-03 16:00:00,11,184.466122482865,418.66218453017996,123.80726495905,44.1838642394392
2015-10-03 17:00:00,11,164.371335009927,442.902425466811,96.0274022034968,44.74256834491771
2015-10-03 18:00:00,11,197.207240114344,479.085659872582,104.012344115612,38.5006909662053
2015-10-03 19:00:00,11,165.396999593597,468.710344070198,103.52286381132,43.4968897906066
2015-10-03 20:00:00,11,167.87720422215202,573.089931248664,109.060548134394,40.80295874833421
2015-10-03 21:00:00,11,165.936529524811,420.102345735988,134.50481830724502,34.5851640831835
2015-10-03 22:00:00,11,178.198491492858,345.28724413526,84.6753827865892,43.1082303228757
2015-10-03 23:00:00,11,171.102680607738,421.179199515126,101.19243073958,40.5180966214185
2015-10-04 00:00:00,11,160.011289633122,403.23459834596605,78.30056652734329,39.9464941885437
2015-10-04 01:00:00,11,167.415149472383,436.631293225374,95.2559438805218,37.1926282269221
2015-10-04 02:00:00,11,173.395585785565,441.11274150798,111.36624115912399,40.893279149776895
